"Timestamp","RunDate","Batch","Stage","Master","FilePath","Method","Status","Error","DurationS","RecipientsTo","Subject"
"2025-10-22 14:00:38","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\10. LALIT PATIL\Quarter - 1 - Consignee Data and Report - FY  - 2025-26.xlsx","","OK","","30","",""
"2025-10-22 14:00:39","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\07. TUSHAR MANE\INVENTORY LEVEL STATUS REPORT-MH.xlsb","","OK","","32","",""
"2025-10-22 14:00:39","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\10. LALIT PATIL\Quarter - 2 - Consignee Data and Report - FY  - 2025-26.xlsx","","OK","","31","",""
"2025-10-22 14:01:05","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\10. LALIT PATIL\Quarter - 3 - Consignee Data and Report - FY  - 2025-26.xlsx","","OK","","24","",""
"2025-10-22 14:01:07","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\10. LALIT PATIL\Quarter - 4 - Consignee Data and Report - FY  - 2025-26.xlsx","","OK","","25","",""
"2025-10-22 14:01:07","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\11. ALTAF BUDDDEBHAI\3 Stock Ageing - Mr Altaf Buddebhai.xlsb","","OK","","24","",""
"2025-10-22 14:01:43","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\02. RAHUL CHITTE\BATCH WISE STOCK & TRANSACTION REPORT.xlsb","","OK","","34","",""
"2025-10-22 14:01:44","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\02. RAHUL CHITTE\Current Month -Sales Qty Report (KUKARWADA)_Cummulative.xlsb","","OK","","34","",""
"2025-10-22 14:02:16","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\02. RAHUL CHITTE\Item Master - BOM.xlsb","","OK","","27","",""
"2025-10-22 14:02:17","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\11. ALTAF BUDDDEBHAI\4. Mohol_Mr. Altaf Buddebhai.xlsb","","OK","","70","",""
"2025-10-22 14:02:23","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\02. RAHUL CHITTE\Current Month -Sales Qty Report (Udyamnagar, Mohol, Prima)_Cummulative.xlsb","","OK","","37","",""
"2025-10-22 14:02:53","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\02. RAHUL CHITTE\Open Sales Orders Report_With Stock.xlsb","","OK","","34","",""
"2025-10-22 14:03:01","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\02. RAHUL CHITTE\MOHOL_Drip_Sprinkler_HDPE_ (MHL) Production Report.xlsb","","OK","","43","",""
"2025-10-22 14:03:26","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\02. RAHUL CHITTE\3 Stock Ageing - Mr Rahul Chitte.xlsb","","OK","","22","",""
"2025-10-22 14:03:45","2025-10-22","14:00","Refresh","C:\Temp\ExcelAutomation\06 Data Update - 02.00 PM.xlsx","\\192.168.1.237\Accounts\SURESH_KAKEE_AUTOMATION PROJECTS\PRODUCTION AND DISPATCH\01. MOHOL\MOHOL-STAFF\02. RAHUL CHITTE\Sales Quantity Data And Report - 22-23, 23-24, 24-25, 25-26.xlsb","","OK","","46","",""
